VEHICLE TYPE,STATE,MONTH,YEAR,MAKE,MODEL,VARIANT,IDV_VALUE
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,NINJA 1000,SX,1048800*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,NINJA 300,STANDARD,302100*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,NINJA 650,STANDARD,607050*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,NINJA ZX-10R,STANDARD,1424050*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,VERSYS 1000,BS VI,1063050*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,VERSYS 650,STANDARD,659300*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,VULCAN S,STANDARD,564300*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,W800,STREET,673550*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,Z H2,SE,2460500*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,Z H2,STANDARD,2080500*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,Z650,STANDARD,573800*
Two Wheeler,Andaman & Nicobar Is,March,2021,KAWASAKI,Z900,STANDARD,778050*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,M5,STANDARD,94050*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,SE,STANDARD,91200*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,SUPER,STANDARD,28025*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,TN-95,STANDARD,93100*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,X2 VOGUE,STANDARD,44650*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,XGT KM,STANDARD,40375*
Two Wheeler,Andaman & Nicobar Is,March,2021,KOMAKI,XONE,STANDARD,42750*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,125 DUKE,BS VI FACELIFT,143932*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,200 DUKE,BS VI,172459*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,250 ADVENTURE,STANDARD,239327*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,250 DUKE,BS VI,206532*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,390 ADVENTURE,STANDARD,294847*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,390 DUKE,BS VI,257026*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,RC125,BS VI,154438*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,RC200,BS VI,193891*
Two Wheeler,Andaman & Nicobar Is,March,2021,KTM,RC390,BS VI,247687*
Two Wheeler,Andaman & Nicobar Is,March,2021,LIIONS ELEKTRIK SOLUTIONS,SPOCK ELECTRIC SCOOTER,STANDARD,61750*
Two Wheeler,Andaman & Nicobar Is,March,2021,LOHIA,OMA STAR LI,STANDARD,49163*
Two Wheeler,Andaman & Nicobar Is,March,2021,LOHIA,OMASTAR,STANDARD,39372*
Two Wheeler,Andaman & Nicobar Is,March,2021,M2GO,CIVITAS,STANDARD,98800*
Two Wheeler,Andaman & Nicobar Is,March,2021,M2GO,X1,STANDARD,89775*
Two Wheeler,Andaman & Nicobar Is,March,2021,MAHINDRA,MOJO,BLACK PEARL,189905*
Two Wheeler,Andaman & Nicobar Is,March,2021,MAHINDRA,MOJO,GARNET BLACK,201400*
Two Wheeler,Andaman & Nicobar Is,March,2021,MAHINDRA,MOJO,RED AGATE,206625*
Two Wheeler,Andaman & Nicobar Is,March,2021,MAHINDRA,MOJO,RUBY RED,206625*
Two Wheeler,Andaman & Nicobar Is,March,2021,MERICO,EAGLE-100 4.8,STANDARD,40708*
Two Wheeler,Andaman & Nicobar Is,March,2021,MERICO,EAGLE-100 6.0,STANDARD,47292*
Two Wheeler,Andaman & Nicobar Is,March,2021,MERICO,EVANKA,STANDARD,59380*
Two Wheeler,Andaman & Nicobar Is,March,2021,MERICO,FASHIA,STANDARD,58245*
Two Wheeler,Andaman & Nicobar Is,March,2021,MERICO,SPEEDSTAR,STANDARD,51007*
Two Wheeler,Andaman & Nicobar Is,March,2021,NDS ECO MOTORS PVT. LTD.,ALFA,STD,67797*
Two Wheeler,Andaman & Nicobar Is,March,2021,NDS ECO MOTORS PVT. LTD.,LIO,STD,78275*
Two Wheeler,Andaman & Nicobar Is,March,2021,NDS ECO MOTORS PVT. LTD.,LIO +,STD,116850*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,E2GO,LITE,60799*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,E2GO,STANDARD,50349*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,EVOQIS,STANDARD,142500*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,HAWK,STANDARD,70299*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,HAWK +,STANDARD,93575*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,HAWK LITE,STANDARD,80749*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,RACER,STANDARD,56525*
Two Wheeler,Andaman & Nicobar Is,March,2021,ODYSSE,RACER LITE,STANDARD,72200*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,DUAL,B2B,56048*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,I-PRAISE,PLUS,103292*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,LITE,STANDARD,56991*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,PRAISE,PRO,75313*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,R30,STANDARD,56042*
Two Wheeler,Andaman & Nicobar Is,March,2021,OKINAWA,RIDGE PLUS,STANDARD,69746*
Two Wheeler,Andaman & Nicobar Is,March,2021,ONE ELECTRIC,KRIDN,STANDARD,122550*
Two Wheeler,Andaman & Nicobar Is,March,2021,PALATINO,ANGEL,STANDARD,33249*
Two Wheeler,Andaman & Nicobar Is,March,2021,PALATINO,PRINCESS,STANDARD,34199*
Two Wheeler,Andaman & Nicobar Is,March,2021,PALATINO,RYAN,STANDARD,37049*
Two Wheeler,Andaman & Nicobar Is,March,2021,PALATINO,SPYKAR,STANDARD,36099*
Two Wheeler,Andaman & Nicobar Is,March,2021,PALATINO,SUNSHINE,STANDARD,34199*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,EGNITE,STANDARD,45124*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,EPLUTO,STANDARD,68399*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,EPLUTO 7G,STANDARD,75999*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,ETRANCE,STANDARD,49399*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,ETRANCE PLUS,STANDARD,54149*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,ETRON,NEO,72199*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,ETRON,PLUS,33249*
Two Wheeler,Andaman & Nicobar Is,March,2021,PURE EV,ETRON,STANDARD,29924*
Two Wheeler,Andaman & Nicobar Is,March,2021,RAFTAAR,ELECTRICA,STANDARD,46113*
Two Wheeler,Andaman & Nicobar Is,March,2021,RAFTAAR,GALAXY,STANDARD,49305*
Two Wheeler,Andaman & Nicobar Is,March,2021,REVOLT,RV 300,STANDARD,90249*
Two Wheeler,Andaman & Nicobar Is,March,2021,REVOLT,RV 400,PREMIUM,113049*
Two Wheeler,Andaman & Nicobar Is,March,2021,REVOLT,RV 400,STANDARD,98799*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,BULLET 350,ES X EFI BS VI,132952*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,BULLET 350,KS X EFI BS VI,118121*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,BULLET 350,STANDARD EFI BS VI,123980*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,BS VI EFI,159391*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,CHROME AND STEALTH BS VI,175258*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI,162880*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,GUN METAL GREY BS VI ALLOY,172261*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,ORANGE EMBER & METALLO SILVER,175989*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,SANDSTONE AND AIRBORNE BS VI,169073*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CLASSIC 350,SINGLE CHANNEL ABS BS VI,151858*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,CHROME,291576*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,CUSTOM,278966*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,CONTINENTAL GT 650,STANDARD,271395*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,HIMALAYAN,DUAL TONE BS VI FACELIFT,194736*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,HIMALAYAN,PINE GREEN AND GRANITE BLACK,198223*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,HIMALAYAN,SLEET AND GRAVEL GREY BS VI,182702*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,HIMALAYAN,STANDARD BS VI FACELIFT,191248*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,INTERCEPTOR 650,CHROME,276457*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,INTERCEPTOR 650,CUSTOM,260911*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,INTERCEPTOR 650,STANDARD,256276*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,METEOR 350,FIREBALL,169807*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,METEOR 350,STELLAR,175120*
Two Wheeler,Andaman & Nicobar Is,March,2021,ROYAL ENFIELD,METEOR 350,SUPERNOVA,183973*
Two Wheeler,Andaman & Nicobar Is,March,2021,STELLA AUTOMOBILI,SA 1000,LI,57000*
Two Wheeler,Andaman & Nicobar Is,March,2021,STELLA AUTOMOBILI,SA 1000,STANDARD,43700*
Two Wheeler,Andaman & Nicobar Is,March,2021,STELLA AUTOMOBILI,SA 2000,LI,62700*
Two Wheeler,Andaman & Nicobar Is,March,2021,STELLA AUTOMOBILI,SA 2000,STANDARD,49400*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUPER ECO,S 2,STANDARD,99750*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUPER ECO,SE 2,STANDARD,59519*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUPER ECO,T1,STANDARD,53933*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,ALLOY WHEEL DRUM CBS FI,72741*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,DISC ALLOY - BLUETOOTH,79867*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,DISC CBS FI,74640*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,DRUM ALLOY - BLUETOOTH,77968*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,DRUM CAST SE FI,74357*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,SE DISC CBS FI,76257*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,ACCESS 125,STEEL WHEEL DRUM CBS FI,71127*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,BURGMAN STREET 125,BLUETOOTH,85566*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,BURGMAN STREET 125,BS VI,82242*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,GIXXER,SINGLE CHANNEL ABS BS VI,114541*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,GIXXER 250,STANDARD,159315*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,GIXXER SF,NEW STANDARD BS VI,124517*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,GIXXER SF 250,MOTOGP EDITION,170240*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,GIXXER SF 250,STANDARD,169480*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,INTRUDER 150,STANDARD,122903*
Two Wheeler,Andaman & Nicobar Is,March,2021,SUZUKI,V-STROM 650 XT,ABS,839800*
Two Wheeler,Andaman & Nicobar Is,March,2021,SVM,PRANA,ELITE,261249*
Two Wheeler,Andaman & Nicobar Is,March,2021,SVM,PRANA,GRAND,189999*
Two Wheeler,Andaman & Nicobar Is,March,2021,TECHO ELECTRA,EMERGE,STANDARD,64701*
Two Wheeler,Andaman & Nicobar Is,March,2021,TECHO ELECTRA,NEO,STANDARD,39479*
Two Wheeler,Andaman & Nicobar Is,March,2021,TECHO ELECTRA,RAPTOR,STANDARD,54552*
Two Wheeler,Andaman & Nicobar Is,March,2021,TECHO ELECTRA,SAATHI,STANDARD,54812*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,BONNEVILLE SPEEDMASTER,STANDARD,1077015*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,BONNEVILLE T100,BLACK,843030*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,BONNEVILLE T120,BLACK,947720*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,ROCKET 3,GT,1748000*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,ROCKET 3,R,1757500*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,SPEED TRIPLE 1200 RS,STANDARD,1610250*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,STREET TRIPLE R,STANDARD,839800*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,STREET TRIPLE RS,STANDARD,1076350*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,STREET TWIN,STANDARD,707750*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,TIGER 850 SPORT,STANDARD,1135250*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,TIGER 900,GT,1301500*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,TIGER 900,RALLY,1363250*
Two Wheeler,Andaman & Nicobar Is,March,2021,TRIUMPH,TIGER 900,RALLY PRO,1472500*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,ELECTRIKA 60,LEAD ACID BATTERY 12V 28AH,56905*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,ELECTRIKA 60,LITHIUM ION 60V 32AH,56905*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,LITHINO LI 2.0,LITHIUM ION 12V 26AH,53200*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,MINI LITHINO 48V,LITHIUM ION 12V 26AH,37999*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 12V 28AH,47120*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,SPORT 63,LEAD ACID BATTERY 60V 28AH,47120*
Two Wheeler,Andaman & Nicobar Is,March,2021,TUNWAL E BIKE,STORM ZX LI,LITHIUM ION 60V 28AH,50646*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RR310,BS VI,237491*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 160,FRONT DISC ABS BS VI,96967*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 160,REAR DISC ABS BS VI,99817*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 160 4V,DISC-ABS BS VI,105042*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 160 4V,DRUM-ABS BS VI,102192*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 180,BS VI,102667*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS BS VI,125467*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 200 4V,DUAL CHANNEL ABS WITH MODES,126417*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 200 4V,FI E100,114000*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS BS VI,120717*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,APACHE RTR 200 4V,SINGLE CHANNEL ABS WITH MODES,121667*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,IQUBE,STANDARD,102600*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,JUPITER,CLASSIC BS VI,71064*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,JUPITER,SHEET METAL WHEEL,62471*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,JUPITER,STANDARD BS VI,64371*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,JUPITER,ZX DISC,70879*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,JUPITER,ZX DRUM BS VI,66984*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,NTORQ 125,DISC BS VI,79720*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,NTORQ 125,DRUM BS VI,75920*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,NTORQ 125,RACE EDITION BS VI,83121*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,NTORQ 125,SUPER SQUAD EDITION - DISC,85496*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,RADEON,COMMUTER BIKE OF THE YEAR DISC,64018*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,RADEON,COMMUTER BIKE OF THE YEAR DRUM,61168*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,RADEON,DRUM BS VI,58318*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SCOOTY PEP PLUS,MATTE EDITION BS VI,52298*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SCOOTY PEP PLUS,MUDHAL KADHAL,53281*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SCOOTY PEP PLUS,STANDARD BS VI,50826*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SCOOTY ZEST 110,HIMALAYAN HIGHS,58220*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SCOOTY ZEST 110,MATTE,59835*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SPORT,KICK START ALLOY BS VI,53058*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,SPORT,SELF START ALLOY BS VI,59803*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,STAR CITY PLUS,DISC,65042*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,STAR CITY PLUS,DUAL TONE BS VI,62572*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,STAR CITY PLUS,MONO TONE BS VI,62572*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100,COMFORT BS VI,38466*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100,COMFORT I-TOUCHSTART,46303*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100 HEAVY DUTY,I-TOUCH BS VI,43909*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100 HEAVY DUTY,I-TOUCH SPECIAL EDITION BS VI,45990*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100 HEAVY DUTY,I-TOUCH START WINNER EDITION,46514*
Two Wheeler,Andaman & Nicobar Is,March,2021,TVS,XL 100 HEAVY DUTY,STANDARD,40622*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO,LA 48V,33136*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO,LA 60V,37886*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO,LI 48V,48336*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO,LI 60V,51186*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO DB LI,STANDARD,51186*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO T3,60V,66713*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EGO T3,72V,56738*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,ESPA,LA 60V,45765*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,ESPA,LI 60V,52136*
Two Wheeler,Andaman & Nicobar Is,March,2021,UJAAS,EZY,LA 48V,30286*
Two Wheeler,Andaman & Nicobar Is,March,2021,ULTRAVIOLETTE,F77,STANDARD,285000*
Two Wheeler,Andaman & Nicobar Is,March,2021,VARCAS,EAGAN,STANDARD,69349*
Two Wheeler,Andaman & Nicobar Is,March,2021,VARCAS,FALCON,STANDARD,57385*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,ELEGANTE 125,BS VI,116575*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,ELEGANTE 150,BS VI FI,131073*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,LX 125,BS VI,93491*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,NOTTE,BS VI,90080*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 125,BS VI FI,107912*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 125,CANDY RED ABS BS VI,109796*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 125,FACELIFT,111314*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 125,RACING SIXTIES,116780*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 150,BS VI FI,120318*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 150,CANDY RED ABS BS VI,121238*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 150,FACELIFT,123478*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,SXL 150,RACING SIXTIES,128786*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,UC 125,STANDARD BS VI,90080*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,VXL 125,BS VI,104828*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,VXL 125,FACELIFT,107675*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,VXL 150,BS VI,116531*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,VXL 150,FACELIFT,119379*
Two Wheeler,Andaman & Nicobar Is,March,2021,VESPA,ZX 125,BS VI FI,97359*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FASCINO 125,DLX DISC BRAKE,72970*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FASCINO 125,DLX DRUM BRAKE,70595*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FASCINO 125,STANDARD DISC BRAKE,72020*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FASCINO 125,STANDARD DRUM BRAKE,69645*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,DARK KNIGHT BLUETOOTH,103265*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS BS VI,99465*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,SINGLE CHANNEL ABS DARK BS VI,102315*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,STANDARD BLUETOOTH,101840*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,VINTAGE,104215*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ S V 3.0,VINTAGE BLUETOOTH,105165*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ V 3.0,BS VI,98515*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ V 3.0,SINGLE CHANNEL ABS BS VI,97565*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZ25,STANDARD,147382*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,FZS 25,STANDARD,152132*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,MT-15,BS VI,134615*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,MT-15,SPECIAL EDITION BS VI,135565*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,RAY ZR 125,DISC,73730*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,RAY ZR 125,DRUM,70880*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,RAY ZR 125,STREET RALLY,74680*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,YZF R15 V3,DARKNIGHT ABS BS VI,145825*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,YZF R15 V3,DUAL CHANNEL ABS BS VI,143830*
Two Wheeler,Andaman & Nicobar Is,March,2021,YAMAHA,YZF R15 V3,RACING BLUE ABS BS VI,144875*
Two Wheeler,Andaman & Nicobar Is,March,2021,YO,DRIFT,STANDARD,48450*
Two Wheeler,Andaman & Nicobar Is,March,2021,YO,EDGE,STANDARD,46550*
Two Wheeler,Andaman & Nicobar Is,March,2021,YO,ELECTRON,ER,34394*
Two Wheeler,Andaman & Nicobar Is,March,2021,YO,XPLOR,STANDARD,37598*
Two Wheeler,Andaman & Nicobar Is,March,2021,YOGO,SMART,STANDARD,74100*
Two Wheeler,Andaman & Nicobar Is,March,2021,YOGO,TRENDY,STANDARD,52250*
Two Wheeler,Andaman & Nicobar Is,March,2021,YUKIE,SHIGA,STANDARD,48559*
Two Wheeler,Andaman & Nicobar Is,March,2021,YUKIE,YUVEE,STANDARD,42166*
Two Wheeler,Andhra Pradesh,March,2021,22KYMCO,IFLOW,STANDARD,85500*
Two Wheeler,Andhra Pradesh,March,2021,22MOTORS,FLOW,STANDARD,71003*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,FEISTY,STANDARD,57200*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,INSPIRER,60V 25AH,68399*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,INSPIRER,60V 34AH,74099*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,INSPIRER,STANDARD,45599*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,JAUNTY,60V 25AH,68399*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,JAUNTY,60V 34AH,74099*
Two Wheeler,Andhra Pradesh,March,2021,AMO MOBILITY,JAUNTY,STANDARD,54719*
